Animal	Tag	Sex	Weight	Group	Notes	FirstVisitDateTime	LastVisitDateTime	LastVisitedCorner	VisitNumber	VisitDuration	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	PlaceErrorsPercent	PlaceErrorsTotal	SideErrorsPercent	SideErrorsTotal	TimeErrorsPercent	TimeErrorsTotal	ConditionErrorsPercent	ConditionErrorsTotal
396	900200000471760	Unknown	0	Default		2020-03-14 15:34:20.577	2020-03-15 15:30:46.469	2	307	1642.637	322	397.41	1854	257.5644533	115.761999040842	73.0	224	55.9	180	0.0	0	0.0	0
404	900200000402822	Unknown	0	Default		2020-03-14 15:36:27.876	2020-03-15 15:22:07.618	4	163	1684.998	239	427.858	1875	289.4580077	128.439999163151	65.0	106	50.6	121	0.0	0	0.0	0
423	900200000473251	Unknown	0	Default		2020-03-14 18:10:10.652	2020-03-15 15:07:33.290	4	154	1523.347	253	542.88	2881	362.8720706	136.573999701068	63.6	98	51.8	131	0.0	0	0.0	0
436	900200000471512	Unknown	0	Default		2020-03-14 15:37:11.191	2020-03-15 15:32:16.333	4	186	1670.403	272	450.484	2202	266.6455076	109.047999627888	69.9	130	55.1	150	0.0	0	0.0	0
447	900200000471281	Unknown	0	Default		2020-03-14 18:21:22.796	2020-03-15 15:09:30.261	3	125	1211.622	149	415.09	2502	314.3193356	108.378000467084	57.6	72	50.3	75	0.0	0	0.0	0
463	900200000274959	Unknown	0	Default		2020-03-14 18:01:52.011	2020-03-15 15:25:28.942	1	190	1971.938	337	401.278	1287	208.7636717	102.353000346571	74.2	141	68.2	230	0.0	0	0.0	0
290	900200000274781	Unknown	0	Default		2020-03-14 18:10:04.127	2020-03-15 14:59:43.802	2	173	3515.691	572	599.02	2477	315.0214846	118.505000904202	68.2	118	61.0	349	0.0	0	0.0	0
292	900200000472308	Unknown	0	Default		2020-03-14 15:35:47.397	2020-03-15 15:03:04.522	1	207	2688.363	696	650.55	2428	316.8521875	108.72900006175	65.2	135	63.8	444	0.0	0	0.0	0
293	900200000471127	Unknown	0	Default		2020-03-14 15:34:28.790	2020-03-15 15:05:12.234	2	231	3167.175	911	794.664	2129	314.537111	130.001999264583	73.2	169	72.2	658	0.0	0	0.0	0
299	900200000071401	Unknown	0	Default		2020-03-14 15:34:53.079	2020-03-15 15:04:38.250	2	253	3460.433	844	848.805	2774	347.5654301	143.804999662563	69.6	176	64.5	544	0.0	0	0.0	0
352	900200000098829	Unknown	0	Default		2020-03-14 15:41:58.874	2020-03-15 15:20:34.113	2	194	4220.183	579	648.689	2452	314.3945312	119.072999682277	63.4	123	62.3	361	0.0	0	0.0	0
359	900200000402024	Unknown	0	Default		2020-03-14 15:37:52.627	2020-03-15 15:29:55.875	4	123	1835.112	337	476.257	1983	257.5014853	87.4049997534603	71.5	88	67.4	227	0.0	0	0.0	0
360	900200000471478	Unknown	0	Default		2020-03-14 15:37:52.554	2020-03-15 15:02:27.358	4	343	2984.878	714	612.849	2450	301.8535157	102.523000307381	78.4	269	79.0	564	0.0	0	0.0	0
361	900200000278282	Unknown	0	Default		2020-03-14 15:38:16.688	2020-03-15 14:05:22.725	2	201	2074.553	369	499.094	1922	239.5615244	92.2040001526475	69.2	139	51.8	191	0.0	0	0.0	0
365	900200000471313	Unknown	0	Default		2020-03-14 15:37:35.154	2020-03-15 14:58:00.891	2	192	2779.238	515	555.291	2445	305.785156	122.309999251738	69.8	134	61.2	315	0.0	0	0.0	0
366	900200000473903	Unknown	0	Default		2020-03-14 15:34:16.811	2020-03-15 15:02:11.331	2	159	2260.392	596	622.129	1343	225.5117188	119.71499975957	61.6	98	60.6	361	0.0	0	0.0	0
378	900200000278040	Unknown	0	Default		2020-03-14 15:40:31.064	2020-03-15 15:33:29.357	2	222	2442.436	653	494.926	1663	211.65207	84.60600043647	75.7	168	72.9	476	0.0	0	0.0	0
386	900200000102055	Unknown	0	Default		2020-03-14 15:39:12.237	2020-03-15 15:03:05.035	2	239	3138.702	845	625.646	1768	238.7441408	92.2559999097139	73.6	176	67.5	570	0.0	0	0.0	0
394	900200000071461	Unknown	0	Default		2020-03-14 15:35:30.659	2020-03-15 15:31:40.804	4	190	2627.023	590	562.85	2045	267.2664841	90.498000010848	68.4	130	66.1	390	0.0	0	0.0	0
450	900200000067054	Unknown	0	Default		2020-03-14 15:37:37.458	2020-03-15 14:03:30.102	4	121	1574.967	313	511.956	1955	284.5546877	102.670999286696	68.6	83	59.7	187	0.0	0	0.0	0
453	900200000471894	Unknown	0	Default		2020-03-14 15:37:30.541	2020-03-15 15:03:51.521	4	179	2597.013	539	689.529	2515	330.2265623	118.848999835551	71.5	128	71.8	387	0.0	0	0.0	0
454	900200000102855	Unknown	0	Default		2020-03-14 15:37:00.583	2020-03-15 15:00:09.249	1	110	1607.324	325	582.93	2051	277.4352655	112.16400013864	62.7	69	64.0	208	0.0	0	0.0	0
Animal 33	900200000196653	Unknown	0	Default		2020-03-14 15:34:51.245	2020-03-14 15:35:23.656	2	2	11.37	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0
