DateTime	Type	Cage	Corner	Side	State
2020-03-15 17:14:42.650	Door	2	2	3	0
2020-03-15 17:14:54.841	Door	2	2	3	0
2020-03-15 17:14:55.627	Door	2	2	3	1
2020-03-15 17:14:56.851	Door	1	1	1	0
2020-03-15 17:14:56.868	Door	1	1	2	0
2020-03-15 17:15:00.515	Door	2	2	4	0
2020-03-15 17:15:00.916	Door	2	2	3	1
2020-03-15 17:15:00.925	Door	2	2	4	1
2020-03-15 17:15:01.172	Door	2	2	3	1
2020-03-15 17:15:02.259	Door	2	2	3	1
2020-03-15 17:15:02.259	Door	2	2	4	1
2020-03-15 17:15:04.546	Door	2	2	3	0
2020-03-15 17:15:04.551	Door	2	2	4	0
2020-03-15 17:15:11.765	Door	2	3	5	0
2020-03-15 17:15:11.787	Door	2	3	6	0
2020-03-15 17:15:14.177	Door	1	3	5	0
2020-03-15 17:15:14.194	Door	1	3	6	0
2020-03-15 17:15:20.991	Door	2	3	5	0
2020-03-15 17:15:21.007	Door	2	3	6	0
2020-03-15 17:15:24.401	Door	1	1	1	0
2020-03-15 17:15:24.417	Door	1	1	2	0
2020-03-15 17:15:25.191	Door	2	1	1	0
