Animal	Tag	Sex	Weight	Group	Notes	FirstVisitDateTime	LastVisitDateTime	LastVisitedCorner	VisitNumber	VisitDuration	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	PlaceErrorsPercent	PlaceErrorsTotal	SideErrorsPercent	SideErrorsTotal	TimeErrorsPercent	TimeErrorsTotal	ConditionErrorsPercent	ConditionErrorsTotal
438	900200000067270	Unknown	0	Default		2020-03-14 15:37:47.118	2020-03-15 15:14:19.318	3	312	3163.146	493	624.791	2147	367.0749947	173.242	75.0	234	62.7	309	0.0	0	0.0	0
452	900200000469796	Unknown	0	Default		2020-03-14 15:39:04.135	2020-03-15 15:00:18.376	3	292	2499.065	403	486.84	1944	264.3781212	98.432	68.5	200	58.6	236	0.0	0	0.0	0
312	900200000470680	Unknown	0	Default		2020-03-14 17:52:25.569	2020-03-15 15:34:10.604	4	176	2180.52	388	489.665	1836	253.3274892	96.689	60.2	106	43.8	170	0.0	0	0.0	0
315	900200000276779	Unknown	0	Default		2020-03-14 15:35:48.796	2020-03-15 09:10:36.282	4	191	4731.32400000001	677	671.668	1537	190.3378864	60.562	68.1	130	73.1	495	0.0	0	0.0	0
316	900200000069309	Unknown	0	Default		2020-03-14 17:52:10.844	2020-03-15 15:33:40.935	4	158	2166.078	425	489.511	2019	256.7486853	90.907	69.6	110	63.1	268	0.0	0	0.0	0
317	900200000101196	Unknown	0	Default		2020-03-14 15:39:30.630	2020-03-15 15:21:27.760	3	134	1768.315	244	514.264	1936	254.4655555	89.078	69.4	93	66.8	163	0.0	0	0.0	0
330	900200000402641	Unknown	0	Default		2020-03-14 15:40:23.460	2020-03-15 15:14:31.462	2	204	2855.253	362	531.284	2405	300.7212007	114.529	73.0	149	58.8	213	0.0	0	0.0	0
379	900200000471581	Unknown	0	Default		2020-03-14 17:51:33.987	2020-03-15 15:03:15.584	3	123	1727.32	311	422.068	1795	243.7909439	85.68	70.7	87	65.6	204	0.0	0	0.0	0
385	900200000471102	Unknown	0	Default		2020-03-14 15:37:49.986	2020-03-15 15:27:38.538	4	191	2619.92	447	523.518	2390	314.3849806	106.568	69.1	132	61.7	276	0.0	0	0.0	0
388	900200000065014	Unknown	0	Default		2020-03-14 15:37:25.140	2020-03-15 15:29:50.520	3	185	1549.322	337	466.56	1965	263.5880768	107.109	69.7	129	50.7	171	0.0	0	0.0	0
389	900200000064617	Unknown	0	Default		2020-03-14 15:43:09.639	2020-03-15 14:56:28.968	2	175	2296.777	444	576.164	2523	348.5039333	136.247	60.0	105	54.5	242	0.0	0	0.0	0
393	900200000404061	Unknown	0	Default		2020-03-14 15:38:16.077	2020-03-15 15:26:02.279	1	167	2856.356	454	518.611	2286	299.7021421	109.581	68.9	115	60.1	273	0.0	0	0.0	0
402	900200000471269	Unknown	0	Default		2020-03-14 17:23:10.481	2020-03-15 15:26:04.750	4	194	2452.681	519	597.731	2730	335.1281678	112.3	71.1	138	61.7	320	0.0	0	0.0	0
405	900200000473213	Unknown	0	Default		2020-03-14 15:41:29.820	2020-03-15 13:21:24.875	3	168	2232.693	386	572.762	2672	353.722232	128.431	66.1	111	58.8	227	0.0	0	0.0	0
413	900200000469983	Unknown	0	Default		2020-03-14 17:58:32.206	2020-03-15 14:09:50.291	2	180	2943.585	631	659.367000000001	1935	273.9706706	113.02	75.0	135	73.9	466	0.0	0	0.0	0
414	900200000472620	Unknown	0	Default		2020-03-14 17:07:15.144	2020-03-15 12:02:04.524	4	229	3341.874	1061	705.445	2005	267.384293	111.09	75.5	173	73.3	778	0.0	0	0.0	0
426	900200000471039	Unknown	0	Default		2020-03-14 17:22:57.162	2020-03-15 12:29:24.124	2	261	3221.792	567	571.722	2189	282.5921635	110.8	71.6	187	60.7	344	0.0	0	0.0	0
427	900200000471771	Unknown	0	Default		2020-03-14 16:25:38.389	2020-03-15 14:11:45.504	4	194	2733.826	576	684.809	2454	334.9571586	123.82	73.7	143	70.3	405	0.0	0	0.0	0
Animal 33	900200000196653	Unknown	0	Default		2020-03-14 15:36:35.412	2020-03-14 15:36:35.412	1	1	4.635	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0
